+4.82956E-1	+2.84275E-1	+3.93702E-1
+4.70139E-1	+2.73995E-1	+3.84266E-1
+4.41772E-1	+2.63329E-1	+3.69614E-1
+4.29413E-1	+2.50807E-1	+3.50895E-1
+4.31274E-1	+2.46761E-1	+3.45703E-1
+3.99155E-1	+2.29864E-1	+3.20074E-1
+3.73947E-1	+2.10912E-1	+2.94153E-1
+5.19821E-1	+1.89541E-1	+2.62702E-1
+3.09631E-1	+1.66674E-1	+2.32332E-1
+2.87659E-1	+1.45548E-1	+2.01707E-1
+2.51236E-1	+1.21180E-1	+1.66890E-1
+2.33871E-1	+1.06921E-1	+1.46029E-1
+2.12982E-1	+9.90779E-2	+1.35037E-1
+2.03995E-1	+9.06837E-2	+1.22656E-1
+2.05261E-1	+9.24607E-2	+1.25519E-1
+2.24594E-1	+9.87144E-2	+1.34089E-1
+2.46246E-1	+1.10763E-1	+1.51446E-1
+2.69455E-1	+1.23731E-1	+1.69919E-1
+2.84012E-1	+1.39590E-1	+1.92271E-1
+3.09402E-1	+1.55811E-1	+2.15582E-1
+3.26462E-1	+1.69915E-1	+2.35705E-1
+3.50113E-1	+1.82351E-1	+2.53041E-1
+3.64563E-1	+1.99177E-1	+2.77092E-1
+3.85742E-1	+2.07376E-1	+2.88632E-1
+4.08981E-1	+2.26085E-1	+3.14440E-1
+4.26956E-1	+2.39783E-1	+3.33652E-1
+4.36707E-1	+2.52365E-1	+3.52268E-1
+4.53003E-1	+2.62333E-1	+3.66158E-1
+4.70688E-1	+2.77127E-1	+3.86709E-1
+4.88327E-1	+2.88563E-1	+4.03247E-1
+5.07935E-1	+2.99331E-1	+4.18214E-1
+5.30991E-1	+3.12973E-1	+4.38304E-1
+5.47058E-1	+3.26848E-1	+4.56857E-1
+5.58411E-1	+3.38931E-1	+4.73309E-1
+5.87784E-1	+3.51052E-1	+4.89976E-1
+5.88867E-1	+3.63376E-1	+5.08086E-1
+6.05942E-1	+3.73684E-1	+5.21601E-1
+6.16913E-1	+3.77524E-1	+5.29238E-1
+6.37573E-1	+3.93536E-1	+5.49182E-1
+6.64520E-1	+4.05450E-1	+5.64762E-1
+6.74698E-1	+4.14269E-1	+5.74723E-1
+6.98853E-1	+4.33069E-1	+6.02631E-1
+7.17545E-1	+4.47615E-1	+6.22269E-1
+7.35519E-1	+4.64759E-1	+6.48765E-1
+7.62680E-1	+4.82712E-1	+6.73281E-1
+7.83554E-1	+5.05255E-1	+7.07253E-1
+8.14880E-1	+5.27535E-1	+7.36687E-1
+8.32443E-1	+5.39903E-1	+7.53288E-1
+8.42529E-1	+5.51883E-1	+7.70858E-1
+8.58749E-1	+5.60408E-1	+7.84404E-1
+8.71048E-1	+5.72199E-1	+8.02909E-1
+8.76999E-1	+5.77167E-1	+8.08586E-1
+8.86078E-1	+5.83062E-1	+8.18104E-1
+8.93509E-1	+5.83809E-1	+8.18553E-1
+8.99338E-1	+5.86273E-1	+8.22725E-1
