+4.29977E-1	+2.41323E-1	+3.39375E-1
+4.33212E-1	+2.40387E-1	+3.37820E-1
+4.22638E-1	+2.39122E-1	+3.35864E-1
+4.28986E-1	+2.37194E-1	+3.33225E-1
+4.28574E-1	+2.34200E-1	+3.28639E-1
+4.16550E-1	+2.31671E-1	+3.25375E-1
+4.08966E-1	+2.27216E-1	+3.19192E-1
+4.02817E-1	+2.21677E-1	+3.11202E-1
+3.97263E-1	+2.16865E-1	+3.04514E-1
+3.88107E-1	+2.12371E-1	+2.97873E-1
+3.82614E-1	+2.05142E-1	+2.87641E-1
+3.70789E-1	+1.98267E-1	+2.77900E-1
+3.58795E-1	+1.90232E-1	+2.66497E-1
+3.48740E-1	+1.82050E-1	+2.54807E-1
+3.35739E-1	+1.73143E-1	+2.42050E-1
+3.28415E-1	+1.63224E-1	+2.27882E-1
+3.15216E-1	+1.54786E-1	+2.15819E-1
+2.99667E-1	+1.45013E-1	+2.01758E-1
+2.85934E-1	+1.33855E-1	+1.85757E-1
+2.72766E-1	+1.23133E-1	+1.70280E-1
+2.55020E-1	+1.14550E-1	+1.57856E-1
+2.36069E-1	+1.03627E-1	+1.41897E-1
+2.22900E-1	+9.31590E-2	+1.26586E-1
+1.97296E-1	+7.99303E-2	+1.07030E-1
+1.86584E-1	+6.96898E-2	+9.12274E-2
+1.69144E-1	+5.86194E-2	+7.44321E-2
+1.53336E-1	+4.93237E-2	+5.95154E-2
+1.47705E-1	+3.99110E-2	+4.31760E-2
+1.26541E-1	+3.32541E-2	+2.96765E-2
+1.23749E-1	+2.86483E-2	+1.81608E-2
+1.27289E-1	+2.88913E-2	+1.88714E-2
+1.30951E-1	+3.54978E-2	+3.46749E-2
+1.57501E-1	+4.41448E-2	+5.08940E-2
+1.62094E-1	+5.22822E-2	+6.45918E-2
+1.82007E-1	+6.33659E-2	+8.19749E-2
+1.93390E-1	+7.31523E-2	+9.69161E-2
+2.02988E-1	+8.17723E-2	+1.09866E-1
+2.17270E-1	+9.34375E-2	+1.27167E-1
+2.33246E-1	+1.03065E-1	+1.41268E-1
+2.54425E-1	+1.13424E-1	+1.56211E-1
+2.57050E-1	+1.21340E-1	+1.67711E-1
+2.79465E-1	+1.29141E-1	+1.78867E-1
+2.92542E-1	+1.36618E-1	+1.89682E-1
+2.98584E-1	+1.47017E-1	+2.04542E-1
+3.02551E-1	+1.53237E-1	+2.13586E-1
+3.11981E-1	+1.58970E-1	+2.21820E-1
+3.29254E-1	+1.66554E-1	+2.32702E-1
+3.27744E-1	+1.70979E-1	+2.39054E-1
+3.38409E-1	+1.76432E-1	+2.46732E-1
+3.52844E-1	+1.80513E-1	+2.52614E-1
+3.49838E-1	+1.83267E-1	+2.56601E-1
+3.54263E-1	+1.86386E-1	+2.61083E-1
+3.59039E-1	+1.88547E-1	+2.64016E-1
+3.62015E-1	+1.91567E-1	+2.68371E-1
+3.62564E-1	+1.91421E-1	+2.68238E-1
