+4.24377E-1	+2.34730E-1	+3.30057E-1
+4.11392E-1	+2.29697E-1	+3.22317E-1
+3.81790E-1	+2.18563E-1	+3.07127E-1
+3.63251E-1	+2.05141E-1	+2.87929E-1
+3.52844E-1	+1.92760E-1	+2.70387E-1
+3.20206E-1	+1.79597E-1	+2.51604E-1
+3.04382E-1	+1.65321E-1	+2.31107E-1
+3.00980E-1	+1.46261E-1	+2.03303E-1
+2.48306E-1	+1.23313E-1	+1.70794E-1
+2.27417E-1	+9.96977E-2	+1.36728E-1
+1.92230E-1	+8.14906E-2	+1.09295E-1
+1.73157E-1	+6.73203E-2	+8.85598E-2
+1.72302E-1	+6.01159E-2	+7.73013E-2
+1.93268E-1	+6.48300E-2	+8.45905E-2
+2.24228E-1	+9.20288E-2	+1.25341E-1
+2.45270E-1	+1.07421E-1	+1.47704E-1
+2.68448E-1	+1.25473E-1	+1.73806E-1
+2.99576E-1	+1.47486E-1	+2.05454E-1
+3.24249E-1	+1.69453E-1	+2.36759E-1
+3.61877E-1	+1.99903E-1	+2.79872E-1
+3.73032E-1	+2.02111E-1	+2.83228E-1
+3.80020E-1	+2.13212E-1	+2.99133E-1
+4.06708E-1	+2.26917E-1	+3.18849E-1
+4.36722E-1	+2.47417E-1	+3.47955E-1
+4.48151E-1	+2.49267E-1	+3.50630E-1
+4.58466E-1	+2.56627E-1	+3.60858E-1
+4.57565E-1	+2.60741E-1	+3.66420E-1
+4.42200E-1	+2.53703E-1	+3.56767E-1
+4.47845E-1	+2.55798E-1	+3.59516E-1
+4.36539E-1	+2.48938E-1	+3.50209E-1
+4.10950E-1	+2.29745E-1	+3.22942E-1
+3.73718E-1	+2.02110E-1	+2.83531E-1
+3.76328E-1	+2.09875E-1	+2.94756E-1
+3.47916E-1	+1.88287E-1	+2.63879E-1
+3.19077E-1	+1.67803E-1	+2.34701E-1
+2.82150E-1	+1.43887E-1	+2.00428E-1
+2.45499E-1	+1.15413E-1	+1.59463E-1
+1.96945E-1	+8.16436E-2	+1.09946E-1
+1.27701E-1	+4.09996E-2	+4.65618E-2
+1.20193E-1	+3.79961E-2	+4.08997E-2
+1.70792E-1	+6.18782E-2	+8.01331E-2
+2.11716E-1	+9.20154E-2	+1.25264E-1
+2.42142E-1	+1.15442E-1	+1.59458E-1
+2.89185E-1	+1.51924E-1	+2.12014E-1
+3.37616E-1	+1.82165E-1	+2.55114E-1
+3.69263E-1	+2.10480E-1	+2.95523E-1
+4.16138E-1	+2.38180E-1	+3.34886E-1
+4.28864E-1	+2.53927E-1	+3.57272E-1
+4.76486E-1	+2.87829E-1	+4.05378E-1
+5.06592E-1	+3.09071E-1	+4.35558E-1
+5.34058E-1	+3.28257E-1	+4.62853E-1
+5.58060E-1	+3.41446E-1	+4.81447E-1
+5.77866E-1	+3.57391E-1	+5.03750E-1
